,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,Artist
17,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,2,3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,spotify:track:3Ys2PYl1wyPKQIwyqhP9cQ,0.0892,0.723,0.634,0.0,0.0787,-5.415,0.0542,129.017,0.582,73,BTS
18,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,3,1GAAUZBTaIM1LwNpOJQJrZ,Boy With Luv - Japanese ver.,spotify:track:1GAAUZBTaIM1LwNpOJQJrZ,0.0661,0.673,0.855,0.0,0.209,-4.65,0.089,119.917,0.78,57,BTS
19,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,4,6P0Ni8GrnwRScC4uk8tKqM,Make It Right - Japanese ver.,spotify:track:6P0Ni8GrnwRScC4uk8tKqM,0.0163,0.571,0.703,0.0,0.262,-7.401,0.468,104.067,0.238,52,BTS
20,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,5,6j0NiWoRQDiNC05RwVVZNa,Dionysus - Japanese ver.,spotify:track:6j0NiWoRQDiNC05RwVVZNa,0.0218,0.455,0.893,0.0,0.358,-3.712,0.148,175.992,0.588,51,BTS
21,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,6,2vYF5MHeCNtqCVastthDAo,IDOL - Japanese ver.,spotify:track:2vYF5MHeCNtqCVastthDAo,0.000331,0.705,0.754,0.0,0.129,-5.453,0.0895,126.014,0.422,52,BTS
22,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,7,4EeVAiJtyblHzvkN9sZCmM,Airplane pt.2 - Japanese ver.,spotify:track:4EeVAiJtyblHzvkN9sZCmM,0.04,0.752,0.782,1.04e-06,0.0841,-5.173,0.0297,139.994,0.901,53,BTS
23,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,8,4jTEbIwCMcHSwlSEiR4NlQ,FAKE LOVE - Japanese ver.,spotify:track:4jTEbIwCMcHSwlSEiR4NlQ,0.00362,0.546,0.682,0.0,0.295,-5.628,0.039,154.923,0.433,53,BTS
24,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,9,5smmjzMNkj4YSacTBH6taZ,Black Swan - Japanese ver.,spotify:track:5smmjzMNkj4YSacTBH6taZ,0.166,0.714,0.736,0.0,0.133,-5.724,0.0819,147.037,0.536,51,BTS
25,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,10,2hhizKAVm9wNn0d2N05jkG,ON - Japanese ver.,spotify:track:2hhizKAVm9wNn0d2N05jkG,0.119,0.598,0.821,0.0,0.298,-5.653,0.114,105.991,0.428,51,BTS
26,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,11,3TDUktzfYXMWjkWqwoT5F1,Lights,spotify:track:3TDUktzfYXMWjkWqwoT5F1,0.156,0.608,0.644,0.0,0.124,-5.588,0.0314,99.005,0.431,70,BTS
27,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,12,3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,spotify:track:3TZ7NHkMT82AhwuYsd00Hz,0.279,0.449,0.491,0.0,0.0654,-6.433,0.029,139.923,0.258,74,BTS
28,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,13,0VF357Gjay5vvCqWA1kSu6,OUTRO : The Journey,spotify:track:0VF357Gjay5vvCqWA1kSu6,0.704,0.523,0.455,0.459,0.135,-14.26,0.0632,136.959,0.165,53,BTS
50,MAP OF THE SOUL : 7,2,1ZpFxOhpzT1MDCq7zjtOV1,Boy With Luv (Feat. Halsey),spotify:track:1ZpFxOhpzT1MDCq7zjtOV1,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.798,65,BTS
54,MAP OF THE SOUL : 7,6,2Nib4r0saYQf2pUV4RFDhl,Interlude : Shadow,spotify:track:2Nib4r0saYQf2pUV4RFDhl,0.115,0.385,0.798,0.0,0.181,-6.439,0.483,149.756,0.141,68,BTS
55,MAP OF THE SOUL : 7,7,3bkkMZEAhx7rTVz1C0itRQ,Black Swan,spotify:track:3bkkMZEAhx7rTVz1C0itRQ,0.137,0.719,0.758,0.0,0.129,-5.167,0.0851,147.023,0.49,70,BTS
56,MAP OF THE SOUL : 7,8,0ono6UCNVZ1XqOm6j78Blu,Filter,spotify:track:0ono6UCNVZ1XqOm6j78Blu,0.0222,0.781,0.762,0.0,0.121,-5.188,0.0626,110.042,0.86,79,BTS
57,MAP OF THE SOUL : 7,9,4vTgx6h4seHvkuFh84JXYP,My Time,spotify:track:4vTgx6h4seHvkuFh84JXYP,0.151,0.674,0.64,0.0,0.0925,-5.139,0.0339,99.908,0.664,74,BTS
58,MAP OF THE SOUL : 7,10,3op7HNwLli54MBjFGzIlZO,Louder than bombs,spotify:track:3op7HNwLli54MBjFGzIlZO,0.0433,0.643,0.667,0.0,0.0904,-6.993,0.152,145.999,0.485,72,BTS
59,MAP OF THE SOUL : 7,11,2QyuXBcV1LJ2rq01KhreMF,ON,spotify:track:2QyuXBcV1LJ2rq01KhreMF,0.118,0.583,0.817,0.0,0.338,-5.146,0.0987,105.936,0.438,77,BTS
60,MAP OF THE SOUL : 7,12,1aKuG1GG76xPLUkjBbQo3W,UGH!,spotify:track:1aKuG1GG76xPLUkjBbQo3W,0.0394,0.72,0.824,0.0,0.0509,-5.086,0.128,165.998,0.333,72,BTS
61,MAP OF THE SOUL : 7,13,4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock),spotify:track:4AlihYDqxXshKhvh5tnMfP,0.0802,0.566,0.548,0.0,0.11,-6.456,0.0579,157.999,0.196,72,BTS
62,MAP OF THE SOUL : 7,14,4BKOjYosPhw334moS3wlbO,Inner Child,spotify:track:4BKOjYosPhw334moS3wlbO,0.017,0.589,0.696,0.0,0.0808,-7.981,0.0725,134.953,0.332,71,BTS
63,MAP OF THE SOUL : 7,15,7w05lsU2VLSeiT8Nukrv5M,Friends,spotify:track:7w05lsU2VLSeiT8Nukrv5M,0.0668,0.55,0.747,0.0,0.0536,-5.211,0.0407,79.98,0.648,72,BTS
64,MAP OF THE SOUL : 7,16,1xfXXujIlLZAx5wpu46Nyk,Moon,spotify:track:1xfXXujIlLZAx5wpu46Nyk,0.0104,0.703,0.646,0.0,0.191,-6.658,0.0596,141.87,0.64,72,BTS
65,MAP OF THE SOUL : 7,17,37TSJmYKLxXmx8OehFpqMN,Respect,spotify:track:37TSJmYKLxXmx8OehFpqMN,0.00485,0.661,0.84,0.0,0.287,-4.805,0.116,91.457,0.524,67,BTS
66,MAP OF THE SOUL : 7,18,44WLOqH7QayQOQdeUHeKUK,We are Bulletproof : the Eternal,spotify:track:44WLOqH7QayQOQdeUHeKUK,0.225,0.526,0.575,0.0,0.108,-5.215,0.0309,84.047,0.19,72,BTS
67,MAP OF THE SOUL : 7,19,3r9FFjLrAIQjoR8pSHVPC9,Outro : Ego,spotify:track:3r9FFjLrAIQjoR8pSHVPC9,0.0121,0.808,0.903,0.000233,0.0993,-3.106,0.0958,116.988,0.473,69,BTS
68,MAP OF THE SOUL : 7,20,3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),spotify:track:3IB5qOeMayvpOdHxYCL5tZ,0.137,0.591,0.848,0.0,0.372,-4.397,0.0828,105.922,0.386,64,BTS
80,MAP OF THE SOUL : 7,12,200110T27gmATYagfNYzkF,욱 (UGH!),spotify:track:200110T27gmATYagfNYzkF,0.0394,0.72,0.824,0.0,0.0509,-5.086,0.128,165.996,0.333,35,BTS
83,MAP OF THE SOUL : 7,15,2dkFOWqyiVFS3xsQUEdBJG,친구,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,0.0668,0.55,0.747,0.0,0.0536,-5.211,0.0407,79.979,0.649,38,BTS
88,MAP OF THE SOUL : 7,20,6lutTv6vHG0GGf8L962cZA,ON (feat. Sia),spotify:track:6lutTv6vHG0GGf8L962cZA,0.137,0.591,0.848,0.0,0.372,-4.396,0.0828,105.924,0.385,28,BTS
90,MAP OF THE SOUL : PERSONA,2,6kvhVDjY3s70PwM7naA5O2,작은 것들을 위한 시 (Boy With Luv) [feat. Halsey],spotify:track:6kvhVDjY3s70PwM7naA5O2,0.0933,0.645,0.862,0.0,0.193,-4.761,0.0845,119.947,0.803,46,BTS
91,MAP OF THE SOUL : PERSONA,3,3DfLM8Tp8opz7gofnoQLKR,소우주 (Mikrokosmos),spotify:track:3DfLM8Tp8opz7gofnoQLKR,0.125,0.579,0.858,0.0,0.0502,-5.212,0.114,174.043,0.475,40,BTS
96,MAP OF THE SOUL : PERSONA,1,2isSdmQfVv32j2haL6hk9x,Intro : Persona,spotify:track:2isSdmQfVv32j2haL6hk9x,0.0278,0.469,0.87,0.0,0.313,-4.475,0.342,86.622,0.652,64,BTS
97,MAP OF THE SOUL : PERSONA,2,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),spotify:track:5KawlOMHjWeUjQtnuRs22c,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.798,82,BTS
98,MAP OF THE SOUL : PERSONA,3,5hnbE5BF2e8BCk9OMR1UVC,Mikrokosmos,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,0.125,0.58,0.858,0.0,0.0502,-5.212,0.114,174.039,0.475,75,BTS
99,MAP OF THE SOUL : PERSONA,4,6KUE0HSSudAp9AOycaF6SH,Make It Right,spotify:track:6KUE0HSSudAp9AOycaF6SH,0.0104,0.638,0.703,0.0,0.132,-7.874,0.444,105.766,0.261,72,BTS
100,MAP OF THE SOUL : PERSONA,5,7lthOBXNue2IvedLRfkod8,HOME,spotify:track:7lthOBXNue2IvedLRfkod8,0.0142,0.633,0.799,0.0,0.194,-4.625,0.0429,142.991,0.535,74,BTS
101,MAP OF THE SOUL : PERSONA,6,0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,spotify:track:0eeeyCAGnGZInPtpkdYiPa,0.226,0.608,0.47,0.0,0.0963,-6.73,0.0428,81.0,0.241,68,BTS
102,MAP OF THE SOUL : PERSONA,7,6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,0.04,0.502,0.91,0.0,0.319,-2.769,0.107,176.084,0.588,71,BTS
103,Love Yourself 轉 'Tear',1,6ePyl2ns4b7MVYhjsj32ZK,Intro: Singularity,spotify:track:6ePyl2ns4b7MVYhjsj32ZK,0.554,0.775,0.271,0.00285,0.112,-9.131,0.092,104.001,0.204,65,BTS
104,Love Yourself 轉 'Tear',2,3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.00267,0.557,0.719,0.0,0.306,-4.515,0.0372,77.501,0.344,73,BTS
105,Love Yourself 轉 'Tear',3,48XfojJC87VKLlUotYV0Gm,The Truth Untold,spotify:track:48XfojJC87VKLlUotYV0Gm,0.372,0.57,0.422,0.0,0.127,-7.561,0.0422,113.007,0.169,71,BTS
106,Love Yourself 轉 'Tear',4,38td8VabuKlQt72Q2VnhbO,134340,spotify:track:38td8VabuKlQt72Q2VnhbO,0.153,0.664,0.688,9.14e-05,0.173,-6.466,0.0543,106.022,0.65,69,BTS
107,Love Yourself 轉 'Tear',5,01dmH2IPkrLNWIMPNXlreE,Paradise,spotify:track:01dmH2IPkrLNWIMPNXlreE,0.214,0.519,0.828,0.0,0.0571,-5.523,0.365,139.413,0.929,70,BTS
108,Love Yourself 轉 'Tear',6,645YBsxhFPSOKxGep3uHLv,Love Maze,spotify:track:645YBsxhFPSOKxGep3uHLv,0.0487,0.636,0.876,0.0,0.0728,-4.652,0.0617,149.932,0.759,71,BTS
109,Love Yourself 轉 'Tear',7,22ryCgQttpV7oCrn7llGRu,Magic Shop,spotify:track:22ryCgQttpV7oCrn7llGRu,0.103,0.541,0.661,0.0,0.0779,-5.838,0.0889,149.926,0.285,70,BTS
110,Love Yourself 轉 'Tear',8,1trFxVLL8WKhYap543e74l,Airplane pt.2,spotify:track:1trFxVLL8WKhYap543e74l,0.0268,0.769,0.817,9.95e-05,0.084,-4.092,0.0339,139.979,0.866,68,BTS
111,Love Yourself 轉 'Tear',9,4lRwa7PKcGIuJMwtPIYKdy,Anpanman,spotify:track:4lRwa7PKcGIuJMwtPIYKdy,0.0237,0.813,0.875,0.0,0.288,-2.92,0.0918,99.004,0.756,67,BTS
112,Love Yourself 轉 'Tear',10,4CvId64YZSB0RfRdfzPIQU,So What,spotify:track:4CvId64YZSB0RfRdfzPIQU,0.0238,0.656,0.883,0.0,0.0481,-4.294,0.0737,129.947,0.46,71,BTS
113,Love Yourself 轉 'Tear',11,5p10VwQ8LRoyTc8LFrvPw6,Outro: Tear,spotify:track:5p10VwQ8LRoyTc8LFrvPw6,0.327,0.711,0.903,0.0,0.0887,-2.723,0.247,140.015,0.467,63,BTS
116,LOVE YOURSELF 轉 'Tear',3,2JbcAngUDTCCk4dq3MAmPr,전하지 못한 진심,spotify:track:2JbcAngUDTCCk4dq3MAmPr,0.374,0.571,0.422,0.0,0.127,-7.561,0.0422,113.016,0.169,32,BTS
118,LOVE YOURSELF 轉 'Tear',5,26riAM6N3mEGaeUDY7rgnv,낙원,spotify:track:26riAM6N3mEGaeUDY7rgnv,0.214,0.551,0.828,0.0,0.0571,-5.523,0.352,139.662,0.928,36,BTS
125,FACE YOURSELF,1,3asJVXjbxNEOwPUL47wvcc,INTRO : Ringwanderung,spotify:track:3asJVXjbxNEOwPUL47wvcc,0.552,0.589,0.824,0.0275,0.133,-6.402,0.26,115.3,0.207,51,BTS
126,FACE YOURSELF,2,6yGKx4J9UdMp7tcaGXWzDj,Best Of Me - Japanese ver.,spotify:track:6yGKx4J9UdMp7tcaGXWzDj,0.0366,0.659,0.769,0.0,0.405,-4.262,0.0831,122.006,0.398,49,BTS
127,FACE YOURSELF,3,6u1ILVDFXcmQGQGCA3h849,血、汗、涙 - Japanese ver.,spotify:track:6u1ILVDFXcmQGQGCA3h849,0.0704,0.61,0.892,0.0,0.315,-3.52,0.108,93.039,0.576,51,BTS
128,FACE YOURSELF,4,4Bkh5uDlP14vneIoRG0umC,DNA - Japanese ver.,spotify:track:4Bkh5uDlP14vneIoRG0umC,0.00335,0.574,0.761,0.0,0.0645,-3.579,0.0849,129.817,0.597,51,BTS
129,FACE YOURSELF,5,6aJj9OlLiZVagW8fd8ZtK3,Not Today - Japanese ver.,spotify:track:6aJj9OlLiZVagW8fd8ZtK3,0.00191,0.598,0.938,0.0,0.88,-4.068,0.143,110.021,0.672,48,BTS
130,FACE YOURSELF,6,3N6te5xi59Ex4HudLKsgGS,MIC Drop - Japanese ver.,spotify:track:3N6te5xi59Ex4HudLKsgGS,0.0136,0.664,0.913,0.0,0.1,-4.474,0.148,169.974,0.622,49,BTS
131,FACE YOURSELF,7,3zIG0WuI5RoJsFYnErkFDU,Don't Leave Me,spotify:track:3zIG0WuI5RoJsFYnErkFDU,0.116,0.62,0.778,0.0,0.312,-4.622,0.0724,147.012,0.386,69,BTS
132,FACE YOURSELF,8,0YguyyCOTyujhSDXWyB4W3,Go Go - Japanese ver.,spotify:track:0YguyyCOTyujhSDXWyB4W3,0.222,0.837,0.69,0.0,0.0833,-4.705,0.088,136.07,0.847,49,BTS
133,FACE YOURSELF,9,6NbfFVZ01Ttvvqmcok8DxL,Crystal Snow,spotify:track:6NbfFVZ01Ttvvqmcok8DxL,0.117,0.618,0.766,0.0,0.121,-4.507,0.0323,113.997,0.448,65,BTS
134,FACE YOURSELF,10,4a8guR4owPEdDyLsPIC6HP,Spring Day - Japanese ver.,spotify:track:4a8guR4owPEdDyLsPIC6HP,0.104,0.572,0.825,0.0,0.085,-4.383,0.037,106.976,0.424,52,BTS
135,FACE YOURSELF,11,1OqDvYVDhJyFZny7XlfIyZ,Let Go,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,0.17,0.558,0.863,0.0,0.289,-3.53,0.178,173.908,0.388,70,BTS
136,FACE YOURSELF,12,0qrPZ27AhOahJivGsDbUSS,OUTRO : Crack,spotify:track:0qrPZ27AhOahJivGsDbUSS,0.864,0.729,0.386,0.574,0.114,-5.623,0.382,90.138,0.0567,52,BTS
140,LOVE YOURSELF 承 'Her',4,3koVXejNP4AUxYTCl3g0yv,보조개,spotify:track:3koVXejNP4AUxYTCl3g0yv,0.14,0.612,0.844,0.0,0.289,-4.694,0.0757,134.872,0.652,28,BTS
144,LOVE YOURSELF 承 'Her',8,5S3JyppRlfFJEQ2483OXqw,고민보다 Go,spotify:track:5S3JyppRlfFJEQ2483OXqw,0.171,0.856,0.617,0.0,0.0857,-5.308,0.084,136.081,0.759,29,BTS
146,Love Yourself 承 'Her',1,7iV733e1KacKrFRaBNxVEf,Intro: Serendipity,spotify:track:7iV733e1KacKrFRaBNxVEf,0.523,0.476,0.581,0.0,0.201,-8.795,0.12,129.568,0.282,67,BTS
147,Love Yourself 承 'Her',2,5SE57ljOIUJ1ybL9U6CuBH,DNA,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,0.022,0.598,0.775,0.0,0.0677,-4.035,0.0545,129.819,0.687,71,BTS
148,Love Yourself 承 'Her',3,2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,spotify:track:2tdq0CeAGSfhI2l4Gwkvgx,0.0298,0.651,0.756,0.0,0.396,-4.388,0.0762,121.96,0.473,65,BTS
149,Love Yourself 承 'Her',4,3ryjLm3oupIjJFGc39naNi,dimple,spotify:track:3ryjLm3oupIjJFGc39naNi,0.142,0.612,0.844,0.0,0.287,-4.694,0.0756,134.868,0.653,67,BTS
150,Love Yourself 承 'Her',5,0ffweDHrg4bZqdG4IfGYuo,Pied Piper,spotify:track:0ffweDHrg4bZqdG4IfGYuo,0.2,0.583,0.712,0.0,0.268,-4.942,0.0326,94.051,0.776,75,BTS
151,Love Yourself 承 'Her',6,7KXEhfjwdxHVra8VcT2QHH,Skit: Billboard Music Awards Speech,spotify:track:7KXEhfjwdxHVra8VcT2QHH,0.38,0.252,0.694,0.000203,0.66,-15.389,0.429,87.293,0.325,49,BTS
152,Love Yourself 承 'Her',7,2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,spotify:track:2SYa5Lx1uoCvyDIW4oee9b,0.00912,0.667,0.889,0.0,0.0816,-4.851,0.0918,169.959,0.541,65,BTS
153,Love Yourself 承 'Her',8,5nq1uTNIR1cBR72T87viS0,Go Go,spotify:track:5nq1uTNIR1cBR72T87viS0,0.171,0.856,0.617,0.0,0.0857,-5.308,0.0841,136.082,0.759,66,BTS
154,Love Yourself 承 'Her',9,3l8yQMdniG6Os8gUBNXV57,Outro: Her,spotify:track:3l8yQMdniG6Os8gUBNXV57,0.317,0.481,0.927,0.0,0.0583,-5.704,0.27,88.931,0.448,59,BTS
187,You Never Walk Alone,15,0WNGsQ1oAuHzNTk8jivBKW,Spring Day,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,0.0063,0.539,0.846,1.68e-06,0.13,-3.192,0.0354,106.992,0.46,74,BTS
188,You Never Walk Alone,16,4hrpoqJMVE7FxBu1YWx0eQ,Not Today,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ,0.00181,0.594,0.946,1.04e-06,0.923,-3.408,0.126,110.024,0.665,70,BTS
189,You Never Walk Alone,17,1yEzWCIc2MUt9Fw1p25YUo,Outro: Wings,spotify:track:1yEzWCIc2MUt9Fw1p25YUo,0.00503,0.654,0.903,0.0,0.0875,-3.117,0.121,124.988,0.659,67,BTS
190,You Never Walk Alone,18,0rwNiysHvEWZWendzWyadr,A Supplementary Story: You Never Walk Alone,spotify:track:0rwNiysHvEWZWendzWyadr,0.00596,0.695,0.903,0.0,0.0668,-4.788,0.152,127.99,0.59,61,BTS
205,YOU NEVER WALK ALONE,15,0T3WfdRMvubYcDGG4YJqZo,봄날,spotify:track:0T3WfdRMvubYcDGG4YJqZo,0.00631,0.539,0.846,1.71e-06,0.13,-3.192,0.0354,106.994,0.462,40,BTS
216,WINGS,8,00EpTcZPrp4vNv8aToYBpv,Mama,spotify:track:00EpTcZPrp4vNv8aToYBpv,0.000222,0.544,0.744,1.66e-05,0.0796,-4.795,0.219,185.996,0.437,39,BTS
225,WINGS,2,5SXYv9JMHE4oWsy5T4JCo8,피 땀 눈물,spotify:track:5SXYv9JMHE4oWsy5T4JCo8,0.0244,0.584,0.885,0.0,0.357,-3.571,0.104,92.9,0.605,36,BTS
236,WINGS,13,0ilGvntcG4XQs7Gv8x5U5J,21세기 소녀,spotify:track:0ilGvntcG4XQs7Gv8x5U5J,0.00424,0.716,0.906,0.0,0.0547,-3.539,0.0719,101.029,0.763,30,BTS
237,WINGS,14,3bQITgxEQPUjZTGgVgs8zD,둘! 셋! (그래도 좋은 날이 더 많기를),spotify:track:3bQITgxEQPUjZTGgVgs8zD,0.0257,0.442,0.928,0.0,0.1,-4.096,0.207,169.847,0.601,28,BTS
239,Wings,1,62c60jSWnJWI4EImxeNeSW,Intro: Boy Meets Evil,spotify:track:62c60jSWnJWI4EImxeNeSW,0.0212,0.573,0.89,0.0,0.132,-3.53,0.214,130.254,0.242,61,BTS
240,Wings,2,5RGf8qn1TBWVplLyyKUsuV,Blood Sweat & Tears,spotify:track:5RGf8qn1TBWVplLyyKUsuV,0.0244,0.583,0.885,0.0,0.357,-3.571,0.106,92.959,0.601,74,BTS
241,Wings,3,6KQSeSPqBa15gMWLO1fdkk,Begin,spotify:track:6KQSeSPqBa15gMWLO1fdkk,0.00361,0.566,0.844,0.000257,0.141,-5.222,0.0444,131.049,0.291,67,BTS
242,Wings,4,2cn8rNlgnQOJoqWqXRvWQu,Lie,spotify:track:2cn8rNlgnQOJoqWqXRvWQu,0.00331,0.542,0.777,0.0,0.178,-5.582,0.033,94.069,0.503,68,BTS
243,Wings,5,626lrZfNIlthgrUfjvRYrh,Stigma,spotify:track:626lrZfNIlthgrUfjvRYrh,0.148,0.583,0.475,0.0,0.139,-5.556,0.0846,136.034,0.332,68,BTS
244,Wings,6,3TVWi92dWPMVcKpXvX32UX,First Love,spotify:track:3TVWi92dWPMVcKpXvX32UX,0.362,0.517,0.741,0.0,0.164,-5.997,0.323,86.526,0.672,59,BTS
245,Wings,7,4Eqo5hcqVnaAfL4J4W5Jjl,Reflection,spotify:track:4Eqo5hcqVnaAfL4J4W5Jjl,0.0135,0.56,0.607,1.63e-06,0.2,-7.991,0.076,73.995,0.27,57,BTS
246,Wings,8,5U1XqpEGLeDd48dDFNqQEC,MAMA,spotify:track:5U1XqpEGLeDd48dDFNqQEC,0.000226,0.544,0.739,2.14e-05,0.0816,-4.818,0.232,185.81,0.467,59,BTS
247,Wings,9,0UDCfleTgwihlnOUxbzokR,Awake,spotify:track:0UDCfleTgwihlnOUxbzokR,0.023,0.357,0.498,1.99e-06,0.269,-6.589,0.0332,142.816,0.339,64,BTS
248,Wings,10,44F7Ieb36A6B2mXgrJLdR9,Lost,spotify:track:44F7Ieb36A6B2mXgrJLdR9,0.000371,0.547,0.84,0.0,0.0562,-4.156,0.0551,85.001,0.479,62,BTS
249,Wings,11,1QWxddJmOhQb1vDdyTipMR,BTS Cypher 4,spotify:track:1QWxddJmOhQb1vDdyTipMR,0.00533,0.817,0.797,7.77e-06,0.0551,-4.395,0.084,119.977,0.362,67,BTS
250,Wings,12,1ORnZ5RmTKhVxPrjORKxAE,Am I Wrong,spotify:track:1ORnZ5RmTKhVxPrjORKxAE,0.00125,0.761,0.834,1e-05,0.0868,-4.992,0.0494,107.988,0.68,58,BTS
251,Wings,13,6RioKpKPuG1vuyU0wnlAZx,21st Century Girl,spotify:track:6RioKpKPuG1vuyU0wnlAZx,0.00423,0.716,0.906,0.0,0.0547,-3.539,0.0717,101.028,0.762,66,BTS
252,Wings,14,0ma7lbs8BsVIv2kSaqOsDI,2! 3!,spotify:track:0ma7lbs8BsVIv2kSaqOsDI,0.0254,0.439,0.928,0.0,0.1,-4.096,0.233,169.928,0.599,62,BTS
253,Wings,15,6xtjXO1EbKNLMIEGZQU3Fv,Interlude: Wings,spotify:track:6xtjXO1EbKNLMIEGZQU3Fv,0.0102,0.638,0.851,0.0,0.114,-3.042,0.0662,125.0,0.6,59,BTS
254,YOUTH,1,2kOe9xRoNs0jRIXGRO10wp,INTRODUCTION : YOUTH,spotify:track:2kOe9xRoNs0jRIXGRO10wp,0.00148,0.563,0.909,0.0028,0.364,-5.321,0.086,87.01,0.547,29,BTS
255,YOUTH,2,0hHw8V6p7p4gIUDdEfnk78,RUN‐Japanese Ver.‐,spotify:track:0hHw8V6p7p4gIUDdEfnk78,0.000741,0.531,0.863,0.000119,0.21,-3.499,0.0411,132.982,0.551,42,BTS
256,YOUTH,3,7oFP6ewu9e7f4Kxm0sClc8,FIRE‐Japanese Ver.‐,spotify:track:7oFP6ewu9e7f4Kxm0sClc8,0.00359,0.651,0.714,0.0,0.125,-2.977,0.0699,99.999,0.508,42,BTS
257,YOUTH,4,0x6ntMwjXoRaNPrrFPoIY0,DOPE‐超ヤベー!‐(Japanese Ver.),spotify:track:0x6ntMwjXoRaNPrrFPoIY0,0.0285,0.579,0.897,0.0,0.43,-3.566,0.212,154.002,0.545,38,BTS
258,YOUTH,5,0AIQYEq4LaKB6R9WiwmSsT,Good Day,spotify:track:0AIQYEq4LaKB6R9WiwmSsT,0.0106,0.611,0.89,0.0,0.075,-3.711,0.0451,94.956,0.665,43,BTS
259,YOUTH,6,4qtif4YRqkU7V1UtDZSHjL,Save ME‐Japanese Ver.‐,spotify:track:4qtif4YRqkU7V1UtDZSHjL,0.0498,0.623,0.804,0.0,0.0903,-3.705,0.0735,140.077,0.394,41,BTS
260,YOUTH,7,05tXjIPecu7f1nHJ5dglYT,フンタン少年団(Japanese Ver.),spotify:track:05tXjIPecu7f1nHJ5dglYT,0.0537,0.69,0.962,0.0,0.347,-3.66,0.199,116.029,0.77,38,BTS
261,YOUTH,8,6hTUjGzDnrEyrmzy9hqkBT,ペップセ‐Japanese Ver.‐,spotify:track:6hTUjGzDnrEyrmzy9hqkBT,0.000955,0.669,0.885,0.0,0.0398,-3.622,0.118,166.967,0.544,38,BTS
262,YOUTH,9,1hSYYD9WI0fuVxN0MFLVYy,Wishing on a star,spotify:track:1hSYYD9WI0fuVxN0MFLVYy,0.0168,0.543,0.832,0.0,0.0398,-4.717,0.209,179.963,0.636,44,BTS
263,YOUTH,10,3f0t8cRg3hz7nyP9W1k9FD,Butterfly‐Japanese Ver.‐,spotify:track:3f0t8cRg3hz7nyP9W1k9FD,0.025,0.319,0.785,0.0,0.074,-4.549,0.0674,149.027,0.231,41,BTS
264,YOUTH,11,4K5ZG5nvQgu9EdyPKSigKm,FOR YOU,spotify:track:4K5ZG5nvQgu9EdyPKSigKm,0.44,0.548,0.809,0.0,0.102,-4.533,0.185,165.892,0.574,46,BTS
265,YOUTH,12,6afHEsJZSp4s4JIPOSgB4w,I NEED U(Japanese Ver.),spotify:track:6afHEsJZSp4s4JIPOSgB4w,0.0147,0.497,0.866,0.0,0.161,-4.02,0.0681,158.049,0.732,44,BTS
266,YOUTH,13,3EiEbnbznDnoPGIU8Btv1F,EPILOGUE : Young Forever‐Japanese Ver.‐,spotify:track:3EiEbnbznDnoPGIU8Btv1F,0.0221,0.461,0.76,0.0,0.104,-4.299,0.236,87.434,0.349,37,BTS
